Epoch	Iteration	Training Time	Validation Time	Training MNLL	Training Count MSE	Validation MNLL	Validation Profile Pearson	Validation Count Pearson	Validation Count MSE	Saved?
3	4200	3.0151450634002686	0.6162211894989014	362.95721435546875	1.0917840003967285	245.4943389892578	0.27455965	0.5708374	0.6367969512939453	True
3	4300	2.815023899078369	0.6663730144500732	301.4083251953125	0.760188102722168	245.28941345214844	0.27471012	0.5651443	0.7159063816070557	True
3	4400	2.7940306663513184	0.8138601779937744	419.938232421875	0.6536999940872192	245.21566772460938	0.27432743	0.57061374	0.686166524887085	True
3	4500	2.9462270736694336	0.6183583736419678	392.1702880859375	0.7795658111572266	245.11216735839844	0.2746415	0.5653261	0.6608594655990601	True
3	4600	2.743900775909424	0.6845872402191162	334.3665771484375	1.0427448749542236	245.0469970703125	0.2748438	0.56444484	1.137891173362732	False
3	4700	2.802629232406616	0.6229221820831299	306.0757141113281	0.7933059334754944	244.98880004882812	0.2754243	0.5698467	0.79326331615448	False
3	4800	2.7448291778564453	0.6241044998168945	395.280517578125	0.8959506750106812	244.88192749023438	0.27590743	0.56687987	0.8501625657081604	True
3	4900	2.733320713043213	0.6384339332580566	365.142578125	0.995566189289093	244.7798309326172	0.2757673	0.5672808	1.13808274269104	False
3	5000	2.758805751800537	0.6542158126831055	346.0300598144531	0.6879253387451172	245.1836395263672	0.2757507	0.5798428	0.6596428155899048	False
3	5100	2.76789927482605	0.6284396648406982	315.8563232421875	0.9058097004890442	244.9580841064453	0.27606478	0.5743753	0.7213345766067505	True
3	5200	2.8152270317077637	0.6756491661071777	367.42266845703125	0.7645845413208008	244.71090698242188	0.27642277	0.57666355	1.0433900356292725	False
4	5300	1.148472547531128	0.6350851058959961	371.3868408203125	0.6660223007202148	244.68170166015625	0.27622333	0.5813085	0.815213680267334	True
4	5400	2.7865407466888428	0.615058422088623	390.636962890625	0.9804848432540894	244.92495727539062	0.27590057	0.5834024	0.8670341968536377	False
4	5500	2.724317789077759	0.6550076007843018	340.12091064453125	0.7958551645278931	244.72122192382812	0.27632478	0.56656575	1.0186020135879517	False
4	5600	2.8540515899658203	0.622866153717041	341.8583984375	0.6150939464569092	244.56187438964844	0.27696356	0.57583785	1.2045137882232666	False
4	5700	2.73834490776062	0.645735502243042	294.9921569824219	1.051450252532959	244.9833526611328	0.27672723	0.58664	0.7387977838516235	False
4	5800	2.7768943309783936	0.6326508522033691	366.4505615234375	0.5172079801559448	245.0249786376953	0.27664652	0.57779914	1.2585744857788086	False
4	5900	2.7546465396881104	0.6734542846679688	415.7415466308594	0.68388831615448	244.53854370117188	0.27671626	0.5741396	1.006748080253601	False
4	6000	2.9349400997161865	0.665541410446167	328.4486999511719	0.629788875579834	244.61485290527344	0.27712786	0.5847827	0.9586001038551331	False
4	6100	2.772352457046509	0.6445510387420654	342.15380859375	0.623627781867981	244.36842346191406	0.2775661	0.5837923	0.9101113080978394	True
4	6200	2.7674121856689453	0.719383716583252	351.16595458984375	0.6470537185668945	244.57960510253906	0.27673763	0.5840669	0.8837344646453857	False
4	6300	2.9171597957611084	0.6263315677642822	392.04571533203125	0.48656976222991943	244.37432861328125	0.2775235	0.5841981	0.9736653566360474	False
4	6400	2.8257408142089844	0.65743088722229	319.0889587402344	0.7596602439880371	244.46055603027344	0.27723598	0.5861796	1.0730488300323486	False
4	6500	2.776160717010498	0.6804568767547607	310.5215759277344	0.7749465703964233	244.3170928955078	0.27779615	0.5853417	0.9690530300140381	False
5	6600	0.8870723247528076	0.6557724475860596	367.8520812988281	0.8943721055984497	244.50204467773438	0.2775543	0.5944308	0.6328486800193787	True
5	6700	2.7851719856262207	0.6429848670959473	356.6659240722656	0.912227988243103	244.33351135253906	0.27767473	0.58948356	0.9849715232849121	False
5	6800	2.9356932640075684	0.6867733001708984	351.3411865234375	0.7735536098480225	244.53843688964844	0.277463	0.5934154	0.9227252006530762	False
5	6900	2.801497459411621	0.6883068084716797	330.513427734375	0.9416308999061584	244.5673065185547	0.27694562	0.570283	1.071472406387329	False
5	7000	2.805649995803833	0.6173102855682373	335.7969970703125	0.6749801635742188	244.3379364013672	0.27783352	0.5955583	0.8647230863571167	False
5	7100	2.7679364681243896	0.6361837387084961	360.17535400390625	0.6313928365707397	244.36553955078125	0.27810827	0.5969006	1.2899224758148193	False
5	7200	2.75006365776062	0.63531494140625	333.16912841796875	0.9286216497421265	244.20249938964844	0.27828243	0.58994734	1.521971583366394	False
5	7300	2.77380633354187	0.6368293762207031	349.9166564941406	0.5425886511802673	244.47491455078125	0.27749783	0.5891248	0.6412127614021301	True
5	7400	2.7569165229797363	0.6308102607727051	334.040771484375	0.644164502620697	244.14239501953125	0.2786328	0.59288776	0.9570541381835938	True
5	7500	2.749746084213257	0.6268250942230225	363.1519775390625	0.4448202848434448	244.13705444335938	0.2786225	0.5890893	1.0664305686950684	False
5	7600	2.7391462326049805	0.6453309059143066	351.935791015625	0.7407233715057373	244.236083984375	0.27867267	0.60434103	0.8589726686477661	True
5	7700	2.795366048812866	0.6188111305236816	321.16534423828125	0.6898216605186462	244.35202026367188	0.27866405	0.58954346	1.1770458221435547	False
5	7800	2.732560157775879	0.6200459003448486	326.51177978515625	0.5732553005218506	244.15444946289062	0.27893412	0.59758836	1.0773639678955078	False
6	7900	0.6036951541900635	0.6343677043914795	333.5875549316406	0.5876249074935913	244.274169921875	0.27894986	0.59923947	1.0629668235778809	False
6	8000	2.7434494495391846	0.6175391674041748	337.24835205078125	0.8648449182510376	244.10374450683594	0.2790034	0.6005565	0.8093922138214111	True
6	8100	2.730916976928711	0.626544713973999	344.36151123046875	0.9755880236625671	243.9601287841797	0.27927455	0.5906515	1.0445587635040283	False
6	8200	2.7290000915527344	0.6547141075134277	386.320556640625	1.0011484622955322	244.14642333984375	0.27866825	0.59480995	1.0430121421813965	False
6	8300	2.8387224674224854	0.6396303176879883	314.2449645996094	0.7695006132125854	244.17431640625	0.2784256	0.5971118	0.6122973561286926	True
6	8400	2.756621837615967	0.629143238067627	350.38323974609375	0.5595327615737915	244.2668914794922	0.27880326	0.611554	0.8905749320983887	False
6	8500	2.742891311645508	0.6424896717071533	355.1429443359375	0.6782854795455933	244.22119140625	0.27795464	0.5937941	0.7242951393127441	False
6	8600	2.7634029388427734	0.6271963119506836	366.1252746582031	0.9092038869857788	244.51492309570312	0.27905905	0.5980202	0.8004871606826782	False
6	8700	2.7553844451904297	0.6335756778717041	404.0076599121094	0.5578285455703735	244.09201049804688	0.2789689	0.59504485	0.9605863094329834	False
6	8800	2.8195042610168457	0.651801347732544	350.38665771484375	0.7742156982421875	244.23414611816406	0.27918363	0.59907794	0.7996695637702942	False
6	8900	2.7748448848724365	0.6190519332885742	347.10467529296875	0.8812923431396484	244.22671508789062	0.2784453	0.5871726	1.3416271209716797	False
6	9000	2.738215684890747	0.6748785972595215	334.780517578125	0.8954320549964905	244.04261779785156	0.2798862	0.6084827	0.8435047268867493	False
6	9100	2.790536880493164	0.621751070022583	361.18084716796875	0.6576183438301086	244.02284240722656	0.27902213	0.60426927	0.6142284870147705	True
7	9200	0.32883453369140625	0.6274619102478027	341.8471374511719	0.6132592558860779	244.03582763671875	0.27947497	0.60145295	0.969024658203125	False
7	9300	2.80259370803833	0.7082653045654297	371.95135498046875	0.8146486878395081	243.7738494873047	0.2798242	0.6009066	0.7980344295501709	True
7	9400	2.8436083793640137	0.634087324142456	306.9737854003906	0.9803535342216492	244.0640106201172	0.27915627	0.5922911	1.2479066848754883	False
7	9500	2.7657716274261475	0.6581137180328369	406.4277038574219	0.6440601944923401	243.9406280517578	0.2794945	0.6005031	0.720834493637085	False
7	9600	2.7720141410827637	0.6417369842529297	370.3641662597656	0.676174521446228	243.86744689941406	0.27958998	0.59772	0.8876451253890991	False
7	9700	2.7878353595733643	0.9537510871887207	375.17864990234375	0.6956528425216675	243.8236083984375	0.27994552	0.60024595	1.2629890441894531	False
7	9800	3.0646915435791016	0.6578652858734131	331.7872009277344	0.8843905925750732	244.44351196289062	0.27883774	0.59613353	0.8840827941894531	False
7	9900	2.7950780391693115	0.6145005226135254	305.1029052734375	0.49618732929229736	243.8941192626953	0.27981257	0.59506154	1.3185757398605347	False
7	10000	2.7318806648254395	0.6417922973632812	347.9373779296875	0.5798654556274414	243.82022094726562	0.27949843	0.6040094	0.881415605545044	False
7	10100	2.9491500854492188	0.6211080551147461	347.1654968261719	0.5983198285102844	244.04254150390625	0.27902922	0.60931003	0.721752941608429	False
7	10200	2.735830545425415	0.6220695972442627	417.0304260253906	0.7944310903549194	243.91073608398438	0.27951667	0.5962417	1.202249526977539	False
7	10300	2.7404861450195312	0.6952297687530518	395.7991943359375	0.5390519499778748	243.91859436035156	0.27972504	0.60530996	0.8484193086624146	False
7	10400	2.8287084102630615	0.6170840263366699	346.1243896484375	0.6394754648208618	243.8724365234375	0.28015253	0.6099809	0.9904663562774658	False
7	10500	2.728374719619751	0.684011697769165	352.6280822753906	0.5555355548858643	244.23300170898438	0.27990344	0.6092266	0.9804679155349731	False
8	10600	2.1626453399658203	0.639378547668457	319.7948913574219	0.5178899765014648	244.10195922851562	0.28019652	0.61170506	0.7328068017959595	False
8	10700	2.752629041671753	0.6446590423583984	356.51702880859375	0.8178417086601257	243.984619140625	0.27898353	0.59881186	1.0433580875396729	False
8	10800	2.7607498168945312	0.6421768665313721	324.6661376953125	0.3586914539337158	243.95619201660156	0.27948138	0.6136175	1.0706534385681152	False
8	10900	2.789180278778076	0.6314153671264648	364.08843994140625	0.5899608731269836	243.7617950439453	0.279886	0.6083676	1.0227127075195312	False
8	11000	2.8959617614746094	0.617689847946167	293.5579833984375	1.3480095863342285	244.11669921875	0.27936447	0.5938627	1.2529246807098389	False
8	11100	2.817974805831909	0.6422207355499268	332.06158447265625	0.5646994113922119	244.1057891845703	0.2792683	0.60100925	0.824686586856842	False
8	11200	2.757997751235962	0.6403253078460693	396.3983459472656	0.42367154359817505	243.7809600830078	0.27972654	0.61521983	1.1306204795837402	False
8	11300	2.7847821712493896	0.623197078704834	345.72735595703125	0.723886251449585	243.88040161132812	0.27987516	0.60013086	1.1641737222671509	False
8	11400	2.737586498260498	0.6397867202758789	351.134033203125	0.4539332985877991	243.74740600585938	0.28049543	0.61193055	1.2701423168182373	False
8	11500	2.751547336578369	0.6301615238189697	352.88525390625	0.5927299857139587	243.6487579345703	0.28031734	0.6102748	1.0190179347991943	False
8	11600	2.7390172481536865	0.6366956233978271	389.41815185546875	0.5476759672164917	243.6494140625	0.28051633	0.6171365	0.8956514596939087	True
8	11700	2.7600009441375732	0.6404786109924316	348.5546875	0.6202340126037598	243.68756103515625	0.2804661	0.60922813	0.8458786010742188	True
8	11800	2.7521860599517822	0.6226022243499756	331.68670654296875	0.7703014612197876	243.7837677001953	0.28046036	0.61051345	0.9478322267532349	False
9	11900	1.8813846111297607	0.6569118499755859	358.6458740234375	0.6581829786300659	243.7430877685547	0.28055823	0.59740305	1.1241365671157837	False
9	12000	2.7733516693115234	0.6251704692840576	391.3503723144531	0.6565845012664795	243.8333740234375	0.2802925	0.60769033	1.0952086448669434	False
9	12100	2.7468771934509277	0.6446099281311035	376.9385986328125	0.528624415397644	243.6453399658203	0.28044322	0.6136036	0.9504502415657043	False
9	12200	2.78175687789917	0.6311051845550537	329.8665771484375	0.7170079946517944	243.82644653320312	0.28039667	0.6101949	1.1205565929412842	False
9	12300	2.7687888145446777	0.6312761306762695	346.3785095214844	0.5180736780166626	243.841064453125	0.28051975	0.6093695	1.0194294452667236	False
9	12400	2.763315439224243	0.6410539150238037	345.7156982421875	0.5773690938949585	243.697265625	0.28023958	0.6154375	0.7573009729385376	True
9	12500	2.781036615371704	0.6291699409484863	345.10205078125	0.6463676691055298	243.6766815185547	0.2808711	0.6019617	1.244854211807251	False
9	12600	2.7694315910339355	0.6587643623352051	373.2515869140625	0.5059044361114502	243.5203857421875	0.28091893	0.6141121	0.9664028882980347	False
9	12700	2.8552520275115967	0.6607017517089844	332.05999755859375	0.43311265110969543	243.85342407226562	0.28020427	0.60025495	1.179818868637085	False
9	12800	2.8360586166381836	0.6346042156219482	313.0783996582031	0.8401750922203064	243.79000854492188	0.27996135	0.60188293	0.6382778882980347	True
9	12900	2.77298641204834	0.6185557842254639	383.6863098144531	0.559341549873352	243.59039306640625	0.2809766	0.6076083	0.8053407669067383	True
9	13000	2.742725133895874	0.6172060966491699	311.6644287109375	1.2516251802444458	243.80227661132812	0.28067198	0.59398174	1.5952850580215454	False
9	13100	2.764680862426758	0.6262311935424805	391.3948669433594	0.5395612716674805	243.8678741455078	0.28076977	0.6128824	0.9088612794876099	False
10	13200	1.6278488636016846	0.6305379867553711	304.927734375	0.9240894317626953	243.77943420410156	0.28085703	0.61086726	1.0922595262527466	False
10	13300	2.7849695682525635	0.6324424743652344	374.9593811035156	0.5975217819213867	243.71090698242188	0.28055602	0.60705054	1.1183899641036987	False
10	13400	2.7634103298187256	0.6069951057434082	323.4898681640625	0.7857341170310974	243.5010223388672	0.2810818	0.6052525	1.1576759815216064	False
10	13500	2.7170629501342773	0.6408779621124268	360.03753662109375	0.3913704454898834	243.54742431640625	0.281112	0.61084807	1.1082998514175415	False
10	13600	2.884498119354248	0.6744089126586914	410.35400390625	0.7403100728988647	243.571044921875	0.28110692	0.6159341	0.7928783893585205	True
10	13700	2.9412574768066406	0.6941328048706055	373.357666015625	0.4502909481525421	243.59646606445312	0.28105855	0.6032939	1.3595643043518066	False
10	13800	2.817070245742798	0.9329941272735596	330.78759765625	0.5361142158508301	243.54676818847656	0.28107378	0.6073851	1.2257232666015625	False
10	13900	3.078979015350342	0.638145923614502	303.98095703125	0.9781934022903442	243.65142822265625	0.28078985	0.5960543	1.0228668451309204	False
10	14000	2.7570056915283203	0.6242992877960205	323.6488037109375	0.48762065172195435	243.50140380859375	0.2809772	0.6151278	0.8735178709030151	False
10	14100	2.7428436279296875	0.6214568614959717	396.4268798828125	0.38489603996276855	243.66375732421875	0.2808577	0.6124978	0.9519599080085754	False
10	14200	2.7410011291503906	0.6163346767425537	327.84930419921875	0.6891778111457825	243.55950927734375	0.28143346	0.61132145	1.0736196041107178	False
10	14300	2.777346134185791	0.6388247013092041	386.39068603515625	0.6922701597213745	244.0357208251953	0.28112298	0.610566	0.8818165063858032	False
10	14400	2.758516311645508	0.6300997734069824	297.47259521484375	0.807819128036499	243.76669311523438	0.28044456	0.60294366	0.9892435073852539	False
11	14500	1.4526312351226807	0.6352381706237793	364.3611755371094	0.5023306608200073	243.94371032714844	0.28091317	0.6111909	0.7422703504562378	False
11	14600	2.757693290710449	0.6480200290679932	332.5333251953125	0.6284514665603638	243.38427734375	0.28157392	0.60817146	1.0896060466766357	False
11	14700	2.8123433589935303	0.675525426864624	321.07366943359375	0.522839367389679	243.45973205566406	0.2814398	0.6055953	1.4077422618865967	False
11	14800	2.8301174640655518	0.6657922267913818	353.4604187011719	0.510665774345398	243.54830932617188	0.28121942	0.59676576	0.8714884519577026	False
11	14900	2.7819113731384277	0.6257574558258057	338.4462890625	0.8215817809104919	243.59268188476562	0.28092745	0.6049508	1.0586824417114258	False
11	15000	2.7429025173187256	0.6402571201324463	357.9538879394531	0.6217087507247925	243.57159423828125	0.2812306	0.6045592	1.1678218841552734	False
11	15100	2.7591392993927	0.6263020038604736	344.76806640625	0.8547743558883667	243.49595642089844	0.2813765	0.6072095	0.9876095056533813	False
11	15200	2.758744955062866	0.634852409362793	344.4695129394531	0.49335411190986633	243.58038330078125	0.2808557	0.5993421	1.3032066822052002	False
11	15300	2.7531793117523193	0.6346554756164551	350.912109375	0.6309992671012878	243.447998046875	0.2815044	0.60547805	0.8868683576583862	True
11	15400	2.7692785263061523	0.6399765014648438	346.52105712890625	0.505203366279602	244.0094451904297	0.28148058	0.6095205	0.8512550592422485	False
11	15500	2.755410671234131	0.6319868564605713	336.62176513671875	0.6020417213439941	243.48745727539062	0.28131282	0.62730324	0.7286196947097778	True
11	15600	2.8201467990875244	0.6363365650177002	363.67694091796875	0.5186928510665894	243.48257446289062	0.2811235	0.6083902	0.9150536060333252	False
11	15700	2.753427267074585	0.63541579246521	405.90142822265625	0.3190104365348816	243.40704345703125	0.2814423	0.6140823	1.1043353080749512	False
12	15800	1.0676321983337402	0.6496901512145996	330.437744140625	0.49012988805770874	243.51296997070312	0.28141034	0.62108225	0.8318355083465576	False
12	15900	2.766223907470703	0.6245532035827637	353.31298828125	0.5325623750686646	243.58811950683594	0.28084219	0.5947095	0.9663167595863342	False
12	16000	2.7433664798736572	0.6164922714233398	330.23583984375	0.9816560745239258	243.41543579101562	0.2814864	0.60939777	1.0865622758865356	False
12	16100	2.7376346588134766	0.6291031837463379	398.6793518066406	0.5222392082214355	243.52842712402344	0.28144357	0.61016184	1.0189175605773926	False
12	16200	2.74430775642395	0.6173760890960693	336.0465393066406	0.707554817199707	243.8042755126953	0.2808547	0.6052749	0.8970515131950378	False
12	16300	2.8126702308654785	0.6280105113983154	363.72003173828125	0.5475602149963379	243.81668090820312	0.28072882	0.5980834	0.8396901488304138	False
12	16400	2.7499914169311523	0.635399341583252	338.0401306152344	0.5487735271453857	243.4374237060547	0.2815104	0.61146563	1.1417856216430664	False
12	16500	2.7857468128204346	0.6496012210845947	346.3526916503906	0.48954176902770996	243.55030822753906	0.28130856	0.6046246	0.9293116331100464	False
12	16600	2.764536142349243	0.6428604125976562	369.99163818359375	0.5019879341125488	243.61737060546875	0.2816751	0.6090355	0.9650248289108276	False
12	16700	2.753316640853882	0.8042633533477783	340.69293212890625	0.355385422706604	243.58624267578125	0.2808467	0.60966563	0.7219977974891663	False
12	16800	2.912745475769043	0.6292588710784912	333.0419006347656	0.5529581308364868	243.89053344726562	0.28122434	0.605145	0.9861143827438354	False
12	16900	2.744403600692749	0.6217458248138428	331.19122314453125	0.5538555979728699	243.41600036621094	0.2815996	0.60616505	1.0689821243286133	False
12	17000	2.779710292816162	0.6289236545562744	363.3514709472656	0.6284101009368896	243.77001953125	0.28044882	0.6122366	0.7186018228530884	False
13	17100	0.7991166114807129	0.6650643348693848	353.55853271484375	0.6354079246520996	243.5609588623047	0.28157172	0.6051922	1.3177223205566406	False
13	17200	2.8745479583740234	0.622614860534668	322.73248291015625	0.8698610663414001	243.38796997070312	0.28148836	0.6079414	1.0261156558990479	False
13	17300	2.7413275241851807	0.6754536628723145	356.839111328125	0.6835528612136841	243.3919677734375	0.28163856	0.6142725	1.0715751647949219	False
13	17400	2.799553155899048	0.6383988857269287	351.4542236328125	0.5294705033302307	243.49285888671875	0.28143072	0.60903883	1.0611366033554077	False
13	17500	2.7624568939208984	0.687969446182251	388.26806640625	0.6469050645828247	243.4091033935547	0.2816313	0.5948023	1.1003742218017578	False
13	17600	2.807849168777466	0.6219370365142822	328.28192138671875	0.654444694519043	243.5189971923828	0.28118274	0.6138451	0.7485548257827759	False
13	17700	2.7388269901275635	0.656874418258667	348.7505798339844	0.37057745456695557	243.5019989013672	0.28156826	0.60481286	0.8514537811279297	False
13	17800	2.8018901348114014	0.7222561836242676	332.886962890625	0.5789116621017456	243.610595703125	0.28101984	0.60723335	0.9313526153564453	False
13	17900	2.850313186645508	0.6474640369415283	328.34906005859375	0.7160446643829346	243.5130615234375	0.2811486	0.605308	1.128726601600647	False
13	18000	2.7753775119781494	0.6341643333435059	340.39495849609375	0.5861735939979553	243.42379760742188	0.28161135	0.59813035	1.287062406539917	False
13	18100	2.760308265686035	0.6203310489654541	344.8487854003906	0.4762378931045532	243.75189208984375	0.28092515	0.59404254	1.4418575763702393	False
13	18200	2.7369959354400635	0.6182863712310791	362.52197265625	0.6068249344825745	243.4295196533203	0.2814289	0.60127175	1.2720423936843872	False
13	18300	2.741652727127075	0.6165595054626465	370.00726318359375	0.8320682644844055	243.44427490234375	0.2814021	0.6097902	0.8018746376037598	False
14	18400	0.5144662857055664	0.618842363357544	363.1890869140625	0.6536287069320679	243.29229736328125	0.28196764	0.612333	1.243499994277954	False
14	18500	2.739631414413452	0.6361768245697021	367.9727478027344	0.3785291910171509	243.62527465820312	0.28135592	0.6019063	0.8650939464569092	False
14	18600	2.768617868423462	0.6175434589385986	334.5633239746094	0.4118053913116455	243.60498046875	0.28128165	0.60744977	0.7859519720077515	False
14	18700	2.7415993213653564	0.6310398578643799	320.77880859375	0.8356598615646362	243.8344268798828	0.28193274	0.60871434	1.0581798553466797	False
14	18800	2.7461867332458496	0.6411032676696777	346.0244140625	0.6469860076904297	243.53765869140625	0.28129867	0.6014888	1.09885573387146	False
14	18900	2.753751039505005	0.6270594596862793	310.3464050292969	0.5394295454025269	243.4362030029297	0.28156987	0.61493534	0.7915866374969482	False
14	19000	2.7809579372406006	0.6278932094573975	334.4618835449219	0.5763693451881409	243.4334259033203	0.28181228	0.6004308	1.049709677696228	False
14	19100	2.7471044063568115	0.6237742900848389	385.0055847167969	0.47354358434677124	243.4786834716797	0.28183806	0.61142576	1.119917631149292	False
14	19200	2.7505316734313965	0.6310665607452393	391.8664245605469	1.0612961053848267	243.38265991210938	0.2815836	0.6127018	0.7428252100944519	True
14	19300	2.791762113571167	0.6300060749053955	347.67962646484375	0.6292088031768799	243.34788513183594	0.28170708	0.61084175	1.0356327295303345	False
14	19400	2.7501680850982666	0.6323797702789307	338.85223388671875	0.3459710478782654	243.477294921875	0.28160137	0.60954165	1.0605261325836182	False
14	19500	2.755054235458374	0.6309666633605957	379.7099609375	0.47376731038093567	243.4301300048828	0.2819592	0.61691236	1.04085373878479	False
14	19600	2.7601606845855713	0.6157863140106201	373.60003662109375	0.623751699924469	243.40696716308594	0.28168124	0.6121242	0.9632409811019897	False
15	19700	0.2450258731842041	0.6500604152679443	328.46478271484375	0.5985086560249329	243.50485229492188	0.28144	0.61519456	0.891965925693512	False
